default,fico,dti,accts_open_past_24mths,accts_open_past_12mths,bc_credit_util,inq_past_6mths,num_bankruptcies,num_delinq_past_24mths,num_mnths_rcnt_acct,num_mort_accts,total_num_accts,total_num_open_accts
0,687.0,23.51,4.0,2.0,99.2,0.0,0.0,0.0,7.0,4.0,17.0,12.0
0,717.0,19.95,2.0,1.0,85.3,0.0,0.0,0.0,7.0,0.0,24.0,16.0
0,722.0,34.23,5.0,3.0,57.4,1.0,0.0,0.0,3.0,0.0,24.0,16.0
0,702.0,11.55,4.0,1.0,45.9,1.0,0.0,1.0,6.0,5.0,28.0,14.0
1,667.0,17.75,7.0,5.0,75.4,0.0,0.0,0.0,1.0,0.0,22.0,14.0
0,662.0,35.24,3.0,1.0,93.9,2.0,0.0,5.0,6.0,4.0,37.0,19.0
0,692.0,30.95,8.0,3.0,68.7,0.0,0.0,0.0,2.0,2.0,37.0,25.0
0,677.0,25.41,3.0,0.0,92.5,0.0,0.0,0.0,14.0,1.0,17.0,11.0
0,737.0,23.89,12.0,0.0,55.5,0.0,0.0,0.0,15.0,0.0,46.0,9.0
0,727.0,20.83,1.0,0.0,64.3,0.0,0.0,0.0,17.0,1.0,37.0,17.0
0,762.0,13.24,2.0,0.0,67.9,0.0,0.0,1.0,14.0,3.0,36.0,11.0
0,697.0,37.74,7.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,24.0,12.0
1,662.0,28.14,10.0,2.0,41.8,1.0,0.0,1.0,5.0,1.0,37.0,18.0
0,727.0,27.17,6.0,2.0,80.3,0.0,0.0,0.0,8.0,1.0,62.0,20.0
0,697.0,24.02,3.0,1.0,73.9,0.0,0.0,0.0,5.0,2.0,26.0,15.0
1,672.0,13.93,4.0,3.0,24.5,1.0,1.0,0.0,3.0,0.0,9.0,8.0
0,702.0,8.97,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,10.0,4.0
0,682.0,7.5,1.0,1.0,94.8,1.0,0.0,0.0,11.0,0.0,14.0,9.0
1,722.0,23.93,9.0,6.0,47.4,0.0,0.0,0.0,3.0,0.0,15.0,10.0
0,687.0,15.05,8.0,7.0,63.4,3.0,0.0,0.0,3.0,0.0,31.0,13.0
0,717.0,27.51,1.0,1.0,95.6,0.0,0.0,0.0,9.0,4.0,30.0,10.0
0,772.0,6.73,10.0,1.0,18.7,0.0,0.0,0.0,10.0,3.0,37.0,14.0
0,672.0,17.26,4.0,4.0,95.0,1.0,0.0,0.0,0.0,1.0,26.0,14.0
0,697.0,20.63,3.0,1.0,61.9,1.0,0.0,0.0,8.0,5.0,31.0,15.0
0,727.0,9.2,2.0,2.0,46.7,1.0,0.0,0.0,2.0,0.0,21.0,8.0
0,717.0,22.49,8.0,2.0,62.4,0.0,0.0,0.0,8.0,0.0,26.0,17.0
1,667.0,35.72,11.0,3.0,80.0,3.0,1.0,0.0,6.0,5.0,44.0,20.0
1,687.0,38.32,3.0,0.0,32.4,0.0,0.0,0.0,16.0,3.0,35.0,19.0
0,807.0,18.93,6.0,2.0,13.8,0.0,0.0,0.0,6.0,2.0,46.0,22.0
0,712.0,18.37,0.0,0.0,93.5,0.0,0.0,0.0,34.0,5.0,25.0,7.0
0,707.0,19.84,1.0,1.0,82.4,0.0,0.0,0.0,2.0,2.0,25.0,7.0
0,662.0,16.96,6.0,3.0,72.6,4.0,0.0,9.0,2.0,4.0,28.0,12.0
0,707.0,17.9,6.0,4.0,52.3,1.0,0.0,1.0,3.0,2.0,38.0,17.0
0,752.0,14.28,1.0,1.0,18.9,0.0,0.0,0.0,11.0,0.0,22.0,8.0
1,667.0,20.74,11.0,6.0,56.6,1.0,0.0,0.0,1.0,0.0,51.0,29.0
1,682.0,23.01,18.0,10.0,60.0,3.0,0.0,0.0,2.0,4.0,42.0,27.0
1,712.0,22.9,2.0,1.0,56.6,1.0,0.0,0.0,0.0,4.0,31.0,18.0
0,682.0,17.42,1.0,1.0,94.0,0.0,0.0,3.0,11.0,3.0,22.0,12.0
1,692.0,14.99,4.0,1.0,99.0,0.0,0.0,0.0,10.0,3.0,11.0,5.0
0,707.0,28.43,3.0,0.0,89.7,0.0,0.0,0.0,17.0,2.0,24.0,12.0
0,737.0,21.09,1.0,0.0,92.3,0.0,0.0,0.0,13.0,4.0,13.0,8.0
1,697.0,16.76,9.0,4.0,90.3,0.0,0.0,0.0,1.0,2.0,41.0,15.0
0,672.0,9.1,6.0,3.0,68.8,1.0,1.0,0.0,3.0,2.0,31.0,17.0
0,672.0,19.24,12.0,8.0,76.0,4.0,1.0,0.0,1.0,2.0,32.0,19.0
0,717.0,19.47,6.0,0.0,60.8,0.0,0.0,0.0,14.0,1.0,19.0,14.0
0,692.0,29.95,2.0,0.0,81.6,0.0,0.0,0.0,18.0,4.0,21.0,12.0
0,702.0,24.32,3.0,1.0,58.4,0.0,0.0,0.0,9.0,0.0,13.0,8.0
0,677.0,25.76,8.0,3.0,86.2,1.0,0.0,0.0,3.0,0.0,36.0,17.0
0,717.0,27.83,3.0,1.0,98.7,0.0,0.0,0.0,2.0,0.0,13.0,9.0
1,677.0,9.97,3.0,2.0,57.1,0.0,0.0,0.0,0.0,1.0,26.0,12.0
0,677.0,10.78,5.0,2.0,75.8,0.0,0.0,1.0,7.0,2.0,21.0,10.0
0,667.0,25.86,9.0,5.0,82.6,0.0,0.0,0.0,3.0,1.0,21.0,14.0
0,747.0,31.06,10.0,4.0,19.9,1.0,0.0,0.0,6.0,3.0,68.0,37.0
1,697.0,20.41,1.0,0.0,93.6,2.0,0.0,0.0,21.0,3.0,13.0,8.0
0,712.0,5.38,2.0,1.0,13.0,0.0,0.0,0.0,6.0,3.0,20.0,9.0
1,672.0,11.4,11.0,6.0,52.3,1.0,0.0,0.0,1.0,1.0,40.0,23.0
0,712.0,4.34,6.0,5.0,52.1,0.0,0.0,0.0,1.0,2.0,12.0,8.0
0,672.0,17.13,1.0,0.0,47.4,0.0,0.0,2.0,14.0,1.0,24.0,10.0
0,667.0,17.64,3.0,2.0,87.5,0.0,0.0,0.0,5.0,0.0,35.0,16.0
0,697.0,4.15,4.0,1.0,25.9,0.0,0.0,0.0,6.0,1.0,29.0,8.0
0,667.0,17.54,4.0,1.0,72.7,2.0,0.0,0.0,2.0,1.0,18.0,10.0
1,687.0,20.1,4.0,3.0,83.3,0.0,0.0,0.0,9.0,1.0,35.0,8.0
1,687.0,38.25,6.0,3.0,98.7,0.0,0.0,0.0,3.0,1.0,32.0,11.0
0,732.0,9.7,7.0,3.0,3.4,1.0,0.0,0.0,4.0,0.0,34.0,8.0
0,667.0,4.61,2.0,1.0,52.2,1.0,0.0,3.0,4.0,0.0,12.0,9.0
0,687.0,16.38,8.0,1.0,18.6,0.0,0.0,0.0,11.0,0.0,18.0,16.0
1,712.0,24.23,6.0,3.0,34.2,1.0,0.0,0.0,2.0,1.0,60.0,34.0
1,717.0,14.12,2.0,1.0,70.7,1.0,0.0,0.0,5.0,0.0,4.0,3.0
0,697.0,11.5,4.0,1.0,27.2,1.0,0.0,0.0,3.0,5.0,29.0,8.0
1,707.0,3.76,3.0,3.0,61.9,1.0,0.0,0.0,3.0,5.0,20.0,10.0
0,717.0,12.88,3.0,1.0,61.6,0.0,0.0,0.0,11.0,5.0,26.0,10.0
0,682.0,3.76,2.0,1.0,80.1,0.0,0.0,0.0,11.0,4.0,9.0,4.0
1,662.0,31.96,9.0,3.0,52.5,1.0,0.0,1.0,2.0,0.0,53.0,24.0
0,727.0,28.85,7.0,3.0,1.0,1.0,0.0,0.0,7.0,2.0,44.0,19.0
0,677.0,14.89,9.0,2.0,14.2,1.0,0.0,0.0,3.0,1.0,17.0,15.0
0,712.0,29.56,7.0,5.0,36.9,2.0,0.0,0.0,3.0,3.0,61.0,24.0
1,672.0,32.66,6.0,3.0,98.3,2.0,0.0,2.0,1.0,1.0,36.0,9.0
0,662.0,10.23,0.0,0.0,85.9,0.0,1.0,0.0,32.0,5.0,14.0,7.0
1,667.0,30.88,13.0,3.0,96.4,2.0,0.0,0.0,1.0,0.0,46.0,19.0
1,702.0,6.1,7.0,0.0,53.5,2.0,0.0,0.0,13.0,5.0,46.0,24.0
0,697.0,20.91,5.0,1.0,53.0,1.0,0.0,0.0,4.0,0.0,23.0,11.0
1,662.0,32.31,5.0,1.0,43.4,0.0,0.0,1.0,6.0,2.0,32.0,9.0
0,732.0,18.07,5.0,2.0,2.2,1.0,0.0,0.0,7.0,5.0,26.0,13.0
0,757.0,15.2,5.0,1.0,24.1,0.0,0.0,3.0,2.0,2.0,29.0,21.0
0,672.0,23.32,5.0,3.0,87.6,0.0,0.0,0.0,6.0,0.0,18.0,7.0
0,662.0,9.16,0.0,0.0,30.0,1.0,1.0,2.0,29.0,1.0,20.0,9.0
0,722.0,34.5,1.0,0.0,33.7,0.0,0.0,2.0,23.0,5.0,45.0,16.0
0,672.0,4.24,4.0,2.0,70.1,0.0,0.0,0.0,12.0,0.0,31.0,10.0
0,667.0,14.85,6.0,4.0,95.3,0.0,0.0,1.0,4.0,3.0,17.0,8.0
0,707.0,22.54,5.0,4.0,92.8,0.0,0.0,0.0,1.0,4.0,31.0,15.0
1,687.0,39.1,8.0,4.0,91.7,3.0,1.0,0.0,3.0,1.0,42.0,24.0
0,692.0,17.8,8.0,2.0,74.4,0.0,0.0,0.0,9.0,5.0,32.0,13.0
0,682.0,22.19,13.0,6.0,78.4,3.0,0.0,0.0,1.0,3.0,44.0,26.0
0,692.0,12.96,6.0,4.0,14.5,2.0,0.0,0.0,1.0,5.0,39.0,13.0
0,662.0,15.3,8.0,6.0,89.7,2.0,0.0,1.0,4.0,2.0,56.0,33.0
0,707.0,16.86,3.0,1.0,75.1,1.0,0.0,0.0,2.0,3.0,20.0,6.0
1,702.0,17.92,4.0,1.0,53.4,0.0,0.0,0.0,10.0,5.0,38.0,16.0
0,717.0,34.3,4.0,2.0,100.1,0.0,0.0,0.0,9.0,4.0,36.0,17.0
0,687.0,30.13,4.0,3.0,98.4,0.0,1.0,0.0,3.0,0.0,19.0,12.0
0,672.0,35.22,3.0,1.0,79.9,1.0,0.0,1.0,6.0,0.0,35.0,14.0
1,687.0,22.23,5.0,3.0,56.6,0.0,0.0,0.0,7.0,0.0,28.0,14.0
0,667.0,29.0,6.0,4.0,97.6,3.0,0.0,2.0,1.0,5.0,56.0,26.0
1,667.0,37.77,4.0,3.0,86.0,1.0,1.0,0.0,6.0,2.0,26.0,9.0
0,687.0,25.47,3.0,0.0,79.3,0.0,0.0,2.0,21.0,3.0,26.0,8.0
0,742.0,8.82,8.0,1.0,19.5,1.0,0.0,0.0,10.0,0.0,23.0,13.0
0,717.0,20.85,5.0,1.0,61.5,0.0,0.0,0.0,9.0,4.0,37.0,11.0
0,702.0,24.21,5.0,4.0,24.4,0.0,0.0,0.0,2.0,1.0,13.0,12.0
1,692.0,6.51,5.0,3.0,57.7,1.0,0.0,4.0,2.0,1.0,35.0,11.0
0,707.0,23.48,8.0,2.0,86.1,0.0,0.0,0.0,5.0,3.0,22.0,14.0
0,667.0,5.42,6.0,4.0,76.2,3.0,1.0,0.0,3.0,2.0,36.0,10.0
0,692.0,28.66,5.0,1.0,85.8,1.0,0.0,2.0,3.0,3.0,30.0,14.0
0,722.0,18.85,6.0,3.0,46.7,1.0,0.0,0.0,2.0,0.0,30.0,13.0
1,697.0,14.44,9.0,8.0,64.1,0.0,0.0,1.0,3.0,3.0,36.0,13.0
0,672.0,18.63,6.0,4.0,38.0,1.0,0.0,2.0,3.0,2.0,32.0,20.0
0,707.0,10.65,2.0,2.0,60.6,0.0,0.0,1.0,10.0,5.0,28.0,8.0
0,692.0,13.34,4.0,1.0,51.1,0.0,0.0,0.0,7.0,5.0,29.0,11.0
1,662.0,22.4,5.0,0.0,75.3,0.0,0.0,1.0,15.0,1.0,16.0,11.0
0,697.0,15.4,0.0,0.0,92.7,0.0,0.0,0.0,32.0,0.0,11.0,9.0
1,662.0,16.75,4.0,3.0,88.8,0.0,0.0,0.0,6.0,0.0,5.0,4.0
0,662.0,16.57,2.0,1.0,79.2,0.0,0.0,1.0,11.0,1.0,17.0,10.0
0,672.0,8.61,6.0,3.0,42.7,2.0,1.0,0.0,6.0,3.0,45.0,13.0
0,672.0,30.77,2.0,0.0,93.6,0.0,0.0,11.0,22.0,5.0,44.0,15.0
1,667.0,8.14,12.0,5.0,76.3,2.0,0.0,1.0,1.0,3.0,35.0,19.0
1,682.0,23.97,4.0,2.0,62.3,0.0,0.0,0.0,2.0,5.0,20.0,11.0
0,662.0,29.37,10.0,4.0,57.4,1.0,1.0,0.0,1.0,2.0,46.0,20.0
0,687.0,6.85,2.0,2.0,80.1,1.0,0.0,0.0,1.0,4.0,16.0,7.0
0,767.0,11.27,7.0,2.0,0.0,1.0,0.0,0.0,12.0,5.0,69.0,30.0
0,662.0,18.71,4.0,2.0,93.4,0.0,1.0,0.0,8.0,1.0,32.0,11.0
0,662.0,12.65,2.0,1.0,100.4,0.0,0.0,0.0,6.0,0.0,7.0,5.0
0,667.0,27.29,5.0,0.0,74.1,0.0,0.0,0.0,14.0,2.0,36.0,10.0
0,682.0,10.96,7.0,4.0,88.0,2.0,0.0,0.0,4.0,3.0,20.0,10.0
1,692.0,11.17,2.0,2.0,2.7,3.0,0.0,7.0,5.0,1.0,20.0,13.0
0,667.0,15.77,2.0,0.0,75.0,1.0,0.0,0.0,13.0,0.0,9.0,5.0
0,707.0,16.07,3.0,2.0,45.4,1.0,0.0,0.0,5.0,5.0,14.0,8.0
0,667.0,22.07,1.0,0.0,92.4,0.0,0.0,0.0,16.0,2.0,22.0,13.0
0,712.0,24.05,3.0,1.0,89.7,0.0,0.0,0.0,12.0,4.0,31.0,10.0
0,672.0,11.83,0.0,0.0,78.0,0.0,0.0,3.0,35.0,3.0,20.0,6.0
1,677.0,12.31,15.0,9.0,41.1,3.0,0.0,0.0,1.0,2.0,35.0,22.0
1,662.0,29.84,5.0,2.0,75.1,0.0,0.0,0.0,7.0,0.0,17.0,11.0
0,697.0,6.03,8.0,3.0,18.5,0.0,0.0,0.0,1.0,2.0,22.0,10.0
0,747.0,15.85,8.0,5.0,9.7,1.0,0.0,0.0,2.0,3.0,48.0,26.0
0,707.0,32.85,8.0,6.0,38.0,2.0,0.0,0.0,1.0,1.0,24.0,14.0
0,662.0,9.95,3.0,1.0,78.9,0.0,0.0,0.0,9.0,1.0,16.0,8.0
0,692.0,20.12,2.0,2.0,94.7,0.0,0.0,0.0,5.0,4.0,25.0,13.0
0,677.0,24.06,12.0,2.0,63.1,0.0,0.0,0.0,3.0,1.0,17.0,13.0
0,727.0,13.29,1.0,0.0,91.6,0.0,0.0,0.0,23.0,2.0,15.0,9.0
1,687.0,30.59,7.0,4.0,68.8,1.0,0.0,2.0,3.0,2.0,16.0,7.0
0,662.0,31.65,5.0,2.0,66.6,0.0,0.0,1.0,5.0,2.0,21.0,15.0
0,732.0,20.4,4.0,3.0,42.9,1.0,0.0,0.0,2.0,3.0,40.0,23.0
0,747.0,12.23,3.0,2.0,36.2,1.0,0.0,0.0,6.0,1.0,12.0,8.0
0,687.0,23.62,8.0,1.0,4.4,1.0,1.0,0.0,6.0,5.0,46.0,17.0
0,732.0,30.85,1.0,1.0,98.2,0.0,0.0,0.0,3.0,1.0,11.0,7.0
0,677.0,12.36,11.0,10.0,60.0,3.0,0.0,1.0,1.0,1.0,32.0,18.0
0,677.0,23.95,3.0,0.0,78.0,0.0,0.0,1.0,16.0,5.0,25.0,10.0
0,667.0,5.34,4.0,3.0,93.5,0.0,0.0,0.0,5.0,2.0,8.0,4.0
0,662.0,25.8,4.0,3.0,92.9,1.0,0.0,0.0,2.0,1.0,41.0,17.0
0,682.0,30.67,1.0,0.0,98.8,0.0,0.0,2.0,22.0,2.0,46.0,19.0
0,707.0,24.76,3.0,2.0,60.5,0.0,0.0,2.0,8.0,1.0,24.0,13.0
0,677.0,22.89,9.0,6.0,25.6,1.0,0.0,0.0,2.0,1.0,16.0,12.0
0,727.0,29.0,1.0,1.0,64.6,0.0,0.0,0.0,10.0,5.0,34.0,16.0
0,667.0,8.03,3.0,3.0,91.7,1.0,0.0,0.0,3.0,0.0,22.0,15.0
0,677.0,13.23,6.0,2.0,24.7,1.0,0.0,2.0,1.0,2.0,30.0,12.0
0,672.0,10.49,2.0,1.0,93.0,0.0,0.0,0.0,2.0,0.0,22.0,4.0
0,667.0,12.23,0.0,0.0,92.5,0.0,0.0,8.0,37.0,0.0,22.0,12.0
1,667.0,23.45,5.0,3.0,73.9,0.0,1.0,0.0,9.0,2.0,32.0,11.0
0,662.0,31.07,6.0,3.0,57.9,1.0,0.0,0.0,6.0,3.0,36.0,20.0
1,677.0,23.48,4.0,1.0,93.5,0.0,1.0,0.0,3.0,2.0,23.0,9.0
0,742.0,17.2,9.0,8.0,11.8,1.0,0.0,0.0,2.0,2.0,23.0,13.0
0,687.0,18.75,4.0,2.0,94.9,1.0,0.0,0.0,1.0,1.0,14.0,9.0
1,687.0,8.97,3.0,3.0,21.9,0.0,0.0,8.0,2.0,0.0,16.0,12.0
0,697.0,18.79,7.0,3.0,59.5,2.0,0.0,0.0,0.0,0.0,18.0,7.0
0,667.0,25.39,5.0,2.0,76.3,1.0,1.0,0.0,7.0,0.0,15.0,9.0
0,682.0,14.31,5.0,3.0,56.2,0.0,0.0,0.0,2.0,0.0,21.0,11.0
0,662.0,19.96,3.0,2.0,94.5,0.0,0.0,0.0,9.0,1.0,14.0,6.0
1,682.0,23.26,6.0,4.0,12.6,3.0,0.0,0.0,1.0,1.0,37.0,9.0
0,667.0,21.88,6.0,2.0,79.0,0.0,0.0,0.0,8.0,1.0,33.0,14.0
1,662.0,18.85,4.0,3.0,91.8,2.0,1.0,0.0,6.0,0.0,31.0,16.0
0,672.0,24.57,8.0,7.0,86.3,1.0,0.0,0.0,2.0,3.0,28.0,11.0
0,697.0,8.69,1.0,1.0,66.7,0.0,0.0,0.0,12.0,0.0,26.0,15.0
0,662.0,18.57,8.0,5.0,69.7,1.0,0.0,0.0,5.0,1.0,27.0,11.0
0,687.0,19.62,5.0,4.0,69.8,2.0,0.0,0.0,6.0,4.0,26.0,13.0
0,667.0,14.63,1.0,1.0,52.0,0.0,0.0,1.0,7.0,0.0,26.0,16.0
0,662.0,26.57,2.0,0.0,57.7,0.0,0.0,6.0,15.0,2.0,31.0,13.0
0,697.0,23.29,8.0,5.0,69.6,0.0,0.0,0.0,6.0,1.0,26.0,16.0
0,702.0,36.93,4.0,1.0,57.5,0.0,0.0,0.0,9.0,2.0,32.0,19.0
1,682.0,8.59,8.0,0.0,82.0,0.0,0.0,0.0,14.0,0.0,26.0,12.0
1,682.0,39.46,6.0,3.0,95.2,0.0,0.0,0.0,5.0,0.0,27.0,16.0
0,717.0,18.17,8.0,5.0,31.0,1.0,0.0,0.0,3.0,0.0,29.0,16.0
1,667.0,34.42,18.0,3.0,30.0,1.0,0.0,0.0,0.0,0.0,24.0,21.0
0,722.0,12.76,10.0,3.0,67.4,1.0,0.0,0.0,1.0,3.0,34.0,19.0
0,697.0,7.48,2.0,2.0,57.0,0.0,0.0,0.0,4.0,0.0,26.0,12.0
0,712.0,33.29,6.0,2.0,41.2,0.0,1.0,0.0,7.0,0.0,25.0,20.0
0,662.0,16.06,1.0,0.0,94.9,0.0,0.0,0.0,15.0,4.0,21.0,17.0
0,667.0,16.33,6.0,3.0,85.1,1.0,0.0,1.0,9.0,3.0,34.0,11.0
0,697.0,16.39,8.0,2.0,81.6,0.0,0.0,0.0,3.0,0.0,15.0,11.0
0,682.0,21.65,1.0,1.0,97.0,0.0,1.0,0.0,12.0,0.0,46.0,23.0
1,692.0,23.58,8.0,2.0,87.2,0.0,0.0,0.0,4.0,1.0,42.0,19.0
0,662.0,20.27,3.0,1.0,89.0,2.0,0.0,2.0,4.0,0.0,17.0,9.0
0,687.0,28.34,8.0,1.0,51.8,0.0,0.0,0.0,5.0,1.0,19.0,11.0
1,662.0,36.53,12.0,6.0,78.2,0.0,0.0,1.0,3.0,0.0,27.0,19.0
0,672.0,14.4,6.0,4.0,27.1,1.0,0.0,0.0,2.0,1.0,38.0,9.0
1,667.0,20.27,8.0,4.0,57.6,1.0,0.0,1.0,5.0,0.0,27.0,21.0
0,782.0,12.63,1.0,1.0,26.2,0.0,0.0,0.0,7.0,3.0,33.0,10.0
0,697.0,16.98,0.0,0.0,65.5,0.0,0.0,1.0,33.0,0.0,14.0,6.0
0,717.0,31.22,2.0,1.0,12.9,0.0,0.0,1.0,7.0,2.0,26.0,12.0
1,732.0,11.44,3.0,1.0,33.6,0.0,0.0,0.0,9.0,0.0,21.0,14.0
0,702.0,32.11,10.0,5.0,45.8,3.0,0.0,0.0,4.0,0.0,36.0,19.0
0,707.0,17.7,5.0,2.0,60.0,0.0,0.0,0.0,9.0,0.0,19.0,13.0
0,672.0,10.6,1.0,0.0,82.0,1.0,0.0,1.0,18.0,1.0,25.0,6.0
0,692.0,11.0,3.0,1.0,90.6,0.0,0.0,1.0,9.0,3.0,23.0,10.0
1,662.0,22.68,9.0,2.0,88.5,0.0,1.0,0.0,7.0,3.0,29.0,10.0
0,702.0,16.58,1.0,1.0,80.6,0.0,0.0,0.0,7.0,0.0,16.0,7.0
0,677.0,28.91,10.0,3.0,98.2,2.0,0.0,0.0,0.0,0.0,29.0,12.0
1,687.0,32.23,6.0,2.0,37.8,2.0,0.0,1.0,11.0,2.0,23.0,9.0
0,687.0,25.32,0.0,0.0,94.1,0.0,0.0,1.0,28.0,0.0,20.0,6.0
0,687.0,26.34,5.0,2.0,73.7,2.0,0.0,0.0,1.0,1.0,24.0,14.0
0,707.0,17.84,5.0,3.0,57.9,1.0,0.0,1.0,8.0,0.0,16.0,11.0
0,662.0,7.31,4.0,2.0,74.0,1.0,0.0,0.0,5.0,3.0,13.0,8.0
1,667.0,32.8,12.0,2.0,65.6,1.0,0.0,1.0,5.0,3.0,25.0,11.0
0,677.0,37.05,0.0,0.0,100.0,0.0,0.0,1.0,34.0,2.0,14.0,9.0
0,767.0,3.64,8.0,3.0,13.5,1.0,0.0,0.0,5.0,1.0,44.0,20.0
0,722.0,13.38,7.0,2.0,2.4,0.0,0.0,1.0,6.0,0.0,29.0,9.0
0,692.0,11.31,0.0,0.0,60.9,0.0,0.0,1.0,30.0,0.0,15.0,11.0
1,717.0,39.99,9.0,4.0,31.8,0.0,0.0,0.0,10.0,0.0,50.0,16.0
0,777.0,19.96,4.0,3.0,7.0,1.0,0.0,0.0,1.0,3.0,30.0,9.0
1,687.0,6.09,1.0,0.0,92.3,0.0,0.0,0.0,20.0,0.0,8.0,7.0
0,672.0,25.21,5.0,4.0,88.6,2.0,0.0,0.0,5.0,0.0,26.0,10.0
1,722.0,32.57,9.0,2.0,30.7,0.0,0.0,0.0,2.0,0.0,46.0,16.0
1,677.0,21.76,6.0,3.0,96.8,0.0,0.0,0.0,4.0,5.0,27.0,12.0
0,667.0,13.82,4.0,1.0,5.4,1.0,0.0,4.0,8.0,0.0,14.0,9.0
1,707.0,14.88,4.0,3.0,37.6,0.0,0.0,0.0,7.0,5.0,52.0,16.0
0,802.0,6.02,1.0,0.0,27.2,0.0,0.0,0.0,21.0,2.0,43.0,14.0
0,757.0,27.24,4.0,3.0,37.2,0.0,0.0,0.0,7.0,5.0,38.0,15.0
0,762.0,12.32,5.0,2.0,0.4,0.0,0.0,0.0,4.0,0.0,39.0,10.0
0,712.0,13.96,4.0,2.0,93.1,0.0,0.0,1.0,1.0,5.0,36.0,7.0
0,677.0,17.49,4.0,1.0,70.4,1.0,0.0,0.0,5.0,1.0,29.0,8.0
0,742.0,11.47,0.0,0.0,26.7,0.0,0.0,0.0,27.0,4.0,26.0,12.0
1,667.0,20.04,12.0,5.0,75.9,0.0,1.0,0.0,3.0,4.0,32.0,12.0
0,737.0,28.57,5.0,4.0,40.3,0.0,0.0,0.0,4.0,3.0,29.0,21.0
0,787.0,27.27,3.0,1.0,28.4,0.0,0.0,0.0,12.0,3.0,28.0,17.0
0,707.0,19.92,6.0,2.0,3.2,0.0,0.0,0.0,3.0,1.0,17.0,14.0
0,687.0,14.09,4.0,2.0,51.5,0.0,0.0,0.0,7.0,5.0,45.0,22.0
0,677.0,11.93,5.0,3.0,88.7,1.0,0.0,0.0,3.0,2.0,28.0,13.0
0,682.0,17.27,4.0,3.0,80.4,1.0,1.0,0.0,5.0,5.0,25.0,11.0
0,707.0,4.15,6.0,3.0,36.7,0.0,0.0,0.0,6.0,5.0,42.0,12.0
1,662.0,18.41,0.0,0.0,100.0,0.0,0.0,2.0,60.0,3.0,31.0,9.0
0,682.0,4.91,6.0,4.0,20.6,2.0,0.0,0.0,8.0,5.0,37.0,13.0
1,672.0,31.1,4.0,3.0,88.3,1.0,0.0,0.0,6.0,0.0,23.0,12.0
1,662.0,21.26,2.0,1.0,94.8,3.0,0.0,0.0,11.0,0.0,20.0,9.0
0,672.0,7.88,10.0,7.0,27.0,1.0,0.0,0.0,1.0,5.0,31.0,21.0
0,732.0,25.67,2.0,0.0,95.1,0.0,0.0,0.0,16.0,2.0,25.0,10.0
0,697.0,31.37,7.0,2.0,90.2,0.0,0.0,0.0,10.0,2.0,41.0,14.0
0,702.0,10.49,8.0,4.0,19.5,0.0,0.0,0.0,5.0,1.0,16.0,13.0
0,672.0,7.97,3.0,2.0,97.8,1.0,0.0,0.0,2.0,4.0,11.0,5.0
0,692.0,13.59,3.0,1.0,97.7,0.0,0.0,0.0,6.0,0.0,21.0,17.0
0,662.0,13.41,5.0,4.0,90.9,1.0,1.0,2.0,10.0,2.0,22.0,12.0
1,712.0,22.26,6.0,1.0,45.8,0.0,0.0,0.0,8.0,3.0,32.0,16.0
0,697.0,17.56,5.0,1.0,52.8,0.0,0.0,0.0,9.0,5.0,37.0,22.0
0,667.0,20.68,6.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,17.0,10.0
1,722.0,14.01,3.0,2.0,20.6,0.0,0.0,0.0,8.0,1.0,25.0,19.0
0,667.0,8.59,4.0,2.0,90.9,0.0,1.0,0.0,5.0,1.0,27.0,8.0
0,682.0,28.67,5.0,3.0,22.5,0.0,1.0,0.0,7.0,4.0,40.0,11.0
1,672.0,31.06,5.0,1.0,89.0,2.0,1.0,0.0,5.0,2.0,44.0,20.0
1,672.0,30.46,5.0,2.0,91.4,1.0,0.0,2.0,6.0,0.0,11.0,9.0
0,732.0,30.14,2.0,0.0,50.7,0.0,0.0,0.0,19.0,3.0,30.0,10.0
0,672.0,17.94,5.0,3.0,86.1,0.0,0.0,0.0,1.0,1.0,38.0,16.0
0,692.0,24.86,7.0,3.0,33.5,0.0,0.0,1.0,10.0,1.0,34.0,13.0
0,662.0,35.81,5.0,1.0,51.5,2.0,1.0,0.0,2.0,3.0,35.0,12.0
0,677.0,27.3,6.0,3.0,97.0,2.0,0.0,0.0,1.0,2.0,38.0,11.0
1,697.0,17.15,12.0,4.0,66.7,1.0,0.0,0.0,6.0,0.0,24.0,12.0
0,677.0,22.33,10.0,4.0,80.2,1.0,0.0,0.0,6.0,1.0,29.0,12.0
0,667.0,30.86,4.0,3.0,70.9,2.0,0.0,2.0,1.0,0.0,33.0,10.0
1,667.0,30.94,3.0,2.0,64.0,1.0,0.0,4.0,4.0,0.0,37.0,12.0
0,687.0,13.52,4.0,2.0,81.4,1.0,0.0,0.0,5.0,0.0,14.0,13.0
1,692.0,35.94,5.0,4.0,96.9,0.0,0.0,0.0,4.0,1.0,33.0,16.0
0,672.0,17.87,4.0,2.0,92.0,0.0,0.0,0.0,5.0,4.0,33.0,13.0
1,677.0,11.28,5.0,2.0,68.4,0.0,0.0,1.0,2.0,2.0,15.0,8.0
